ID,LAT,LONG,T_SEASON,TDIFF,T_SUMMER,T_WINTER,PRE_YEAR,PRE_SUMMER,PRE_WINTER,ELEV,SLOPE,ASPECT,TMIN_JUL,TMIN_JAN,PERC_SEA,SHRUB,SAVANNA,GRASS,LAKE,CROP,URBAN,MOSAIC,BARE,FOREST
9133,91750,-3391404,554.57,30.59,26.6,12.4,159.81,43,38.91,155.19,0.01,237.9,5.21,18.97,0,1,0,0,0,0,0,0,0,0
1433,141750,-3391404,565.86,30.64,26.71,12.2,152.97,43,37.97,197.2,0.02,216.99,5.17,19.2,0,1,0,0,0,0,0,0,0,0
1933,191750,-3391404,578.56,30.72,27.28,12.4,151.11,45.3,35,165.74,0.06,95.82,5.4,19.79,0,1,0,0,0,0,0,0,0,0
2433,241750,-3391404,587.96,30.69,27.44,12.4,165.65,53,36,94.9,0.05,62,5.4,20.28,0,1,0,0,0,0,0,0,0,0
2933,291750,-3391404,594.46,30.79,27.83,12.61,182.01,60.65,36.36,128.13,0.04,38.8,5.48,20.4,0,1,0,0,0,0,0,0,0,0
3433,341750,-3391404,600.86,31.3,27.7,12.3,176.84,58.84,34,67.56,0.03,335.73,4.9,20.67,0,1,0,0,0,0,0,0,0,0
3933,391750,-3391404,603.78,31.31,27.38,11.96,177.11,57,35,168.39,0.05,306.24,4.37,20.15,0,1,0,0,0,0,0,0,0,0
4433,441750,-3391404,608.55,31.28,26.97,11.39,194.33,67,37.26,97.51,0.14,321.59,3.87,20.44,0,1,0,0,0,0,0,0,0,0
4933,491750,-3391404,615.47,31.01,25.79,10.06,250.53,83.49,51.95,177.22,0.16,344.24,2.67,20.6,0,1,0,0,0,0,0,0,0,0
5433,541750,-3391404,604.61,30.7,27.76,12.28,187.07,74.21,28.58,335.37,0.15,65.19,4.8,20.45,0,1,0,0,0,0,0,0,0,0
5933,591750,-3391404,607.25,30.6,27.9,12.32,182.83,70.83,29,29.65,0.08,93.3,5.02,21.64,0,0.89,0,0,0,0,0,0,0.11,0
6433,641750,-3391404,606.52,30.46,27.7,12.1,184.56,70,31,54.22,0.04,250.9,4.94,21.6,0,1,0,0,0,0,0,0,0,0
6933,691750,-3391404,609.16,30.4,27.56,11.89,194.25,71.12,35.12,100.16,0.07,241.52,4.89,21.45,0,1,0,0,0,0,0,0,0,0
7433,741750,-3391404,614.22,30.5,27.67,11.87,209.03,75,41,171.54,0.04,197.17,4.87,21.16,0,1,0,0,0,0,0,0,0,0
7933,791750,-3391404,614.6,30.6,27.97,12.2,229.06,75.17,43.9,102.78,0.04,129.27,5.08,21.7,0,1,0,0,0,0,0,0,0,0
8433,841750,-3391404,615.12,30.75,27.91,12.1,249.12,78.24,50,113.74,0.01,356.02,4.9,21.87,0,1,0,0,0,0,0,0,0,0
8933,891750,-3391404,616.1,30.9,27.72,11.83,272.98,83.9,56,123.55,0.04,308.58,4.62,21.79,0,1,0,0,0,0,0,0,0,0
9433,941750,-3391404,608.73,30.8,27.81,12.11,277.2,92,56,172.98,0.01,319.42,4.81,21.41,0,1,0,0,0,0,0,0,0,0
9933,991750,-3391404,604.56,30.86,27.9,12.3,295.36,105.35,57.36,112.91,0.03,133.46,4.9,21.5,0,1,0,0,0,0,0,0,0,0
1033,1041750,-3391404,596,30.6,27.79,12.39,322.19,111.32,61,117.17,0.02,181.35,5,21.4,0,1,0,0,0,0,0,0,0,0
1033,1091750,-3391404,590.39,30.4,27.5,12.31,355.78,111,65.04,120.5,0.02,200.34,5,21.11,0,1,0,0,0,0,0,0,0,0
1133,1141750,-3391404,586.06,30.5,27.59,12.5,382.85,121.79,68.07,128.33,0.02,175.54,5,21,0,1,0,0,0,0,0,0,0,0
1133,1191750,-3391404,589.81,30.8,27.6,12.4,412.39,138.69,71.35,123,0.02,183.35,4.8,20.99,0,1,0,0,0,0,0,0,0,0
1233,1241750,-3391404,589.26,30.7,27.5,12.37,441.28,152.07,75.46,123,0.02,192.59,4.7,21.1,0,1,0,0,0,0,0,0,0,0
1233,1291750,-3391404,591.16,30.47,27.47,12.22,459.25,166.15,79.81,131.2,0.01,207.86,4.7,21.2,0,1,0,0,0,0,0,0,0,0
1333,1341750,-3391404,585.93,30.3,27.1,12.09,485,180.26,84.73,136.64,0.02,227.3,4.54,21.02,0,1,0,0,0,0,0,0,0,0
1333,1391750,-3391404,585.55,30.56,26.91,11.84,540.9,205.21,93.93,151.97,0.01,221.59,4.24,20.71,0,0.95,0.05,0,0,0,0,0,0,0
1433,1441750,-3391404,573.74,30.3,26.7,11.94,543.98,198.4,93.99,150.41,0.01,245.29,4.3,20.38,0,0.87,0.03,0,0,0.1,0,0,0,0
1433,1491750,-3391404,567.26,29.9,26.3,11.7,561,198.66,101.67,173.91,0.03,280.75,4,20.2,0,0.94,0.01,0,0,0.05,0,0,0,0
1533,1541750,-3391404,561.53,30.3,25.55,11.15,639.73,229.61,115.96,198.18,0.08,292.35,2.99,19.85,0,0.61,0,0,0,0.38,0,0,0,0
1533,1591750,-3391404,549.79,30.48,23.7,9.6,742.99,262.8,133.15,332.49,0.14,309.32,1.12,18.64,0,0.25,0.39,0,0,0.36,0,0,0,0
1633,1641750,-3391404,528.41,29.62,23.57,9.99,713.5,262.49,114.52,328.41,0.22,323.22,1.64,17.75,0,0,1,0,0,0,0,0,0,0
1633,1691750,-3391404,480.96,26.7,21.29,8.93,798.96,302.62,134.45,496.58,0.39,305.51,1.41,16.4,0,0,0.97,0,0,0,0,0,0,0.03
1733,1741750,-3391404,433.1,24.38,21.43,10.31,1044.6,431.8,145.34,839.6,0.16,43.28,3.24,14.58,0,0,0.27,0.14,0,0.01,0,0,0,0.58
1733,1791750,-3391404,401.52,23.55,23.22,12.91,1187.1,482.11,149.69,399.26,0.48,103.37,5.7,17.17,0,0,0.21,0,0,0.03,0,0.04,0,0.72
1833,1841750,-3391404,367.34,21.38,23.75,14.35,1354.32,473.83,237.9,33.71,0.25,133.27,7.51,18.55,0,0,0.15,0,0,0.02,0,0.4,0,0.43
1834,-1808250,-3441404,457.84,26.02,26.47,14.75,465.9,30.74,264.16,0,0.16,246.82,9.13,18.31,14.28,0.15,0,0,0,0.71,0,0,0,0
1734,-1758250,-3441404,527.55,28.42,26.39,12.98,414.53,44.25,215.52,296.13,0.14,248.66,7.28,18.81,0,0.09,0,0,0,0.91,0,0,0,0
1734,-1708250,-3441404,557.52,29.6,26.54,12.42,339.36,50.95,160.58,264.5,0.04,225.07,6.47,19.2,0,0.46,0,0,0,0.54,0,0,0,0
1634,-1658250,-3441404,566.8,30.1,26.79,12.39,303.79,44,136.47,277.25,0.03,216.01,6.09,19.51,0,0.99,0,0,0,0.01,0,0,0,0
1634,-1608250,-3441404,579.29,30.39,26.83,12.1,294.63,44,126.7,290.23,0.03,209.36,5.64,19.76,0,1,0,0,0,0,0,0,0,0
1534,-1558250,-3441404,591.27,30.6,26.88,11.88,287.87,46.22,117.44,326.24,0.04,243.31,5.28,20.08,0,1,0,0,0,0,0,0,0,0
1534,-1508250,-3441404,598.93,30.8,27.16,11.86,279.25,49,108.25,358.35,0.06,262.69,5.16,20.25,0,1,0,0,0,0,0,0,0,0
1434,-1458250,-3441404,607,31.21,26.71,11.16,285.2,56.77,103.12,417.96,0.05,263.41,4.36,20.2,0,1,0,0,0,0,0,0,0,0
1434,-1408250,-3441404,610.53,31.38,26.57,10.87,284.33,62.13,96.03,490.89,0.01,191.35,3.99,19.66,0,1,0,0,0,0,0,0,0,0
1334,-1358250,-3441404,591.49,30.7,26.51,11.3,272.28,60.9,90.24,457.37,0.01,264.54,4.6,20,0,1,0,0,0,0,0,0,0,0
1334,-1308250,-3441404,578.51,30.03,26.18,11.32,274.03,62.84,88.35,453.39,0.02,324.31,4.83,19.86,0,1,0,0,0,0,0,0,0,0
1234,-1258250,-3441404,566.33,29.53,26.01,11.43,262.74,63.43,83.55,490.91,0.06,46.65,5.06,19.67,0,1,0,0,0,0,0,0,0,0
1234,-1208250,-3441404,556.24,29.12,25.69,11.38,249.17,61,77.15,376.32,0.04,47.85,5.08,19.66,0,1,0,0,0,0,0,0,0,0
1134,-1158250,-3441404,546.75,29,25.64,11.54,230.63,56,69,418.44,0.03,123.37,5.14,19.41,0,1,0,0,0,0,0,0,0,0
1134,-1108250,-3441404,538.8,29,25.6,11.7,222.1,55,63.07,358,0.02,195.48,5.1,19.37,0,1,0,0,0,0,0,0,0,0
1034,-1058250,-3441404,530.19,29.1,25.03,11.42,225.73,56.82,61,357.52,0.03,217.24,4.63,18.72,0,1,0,0,0,0,0,0,0,0
1034,-1008250,-3441404,520.92,29.15,24.85,11.45,222.53,56,57.02,404.76,0.06,143.49,4.45,17.96,0,1,0,0,0,0,0,0,0,0
9534,-958250,-3441404,508.59,29,24.93,11.83,209.73,54,51.73,340.81,0.08,137.88,4.63,18,0,1,0,0,0,0,0,0,0,0
9034,-908250,-3441404,496.45,28.62,24.9,12.15,200.77,52,48,284.18,0.09,124.76,4.88,17.87,0,1,0,0,0,0,0,0,0,0
8534,-858250,-3441404,484.99,28.22,24.52,12,199,53,48,204.11,0.06,126.33,4.7,18,0,1,0,0,0,0,0,0,0,0
8034,-808250,-3441404,471.66,27.77,24.09,12,200.88,53.04,51.09,221.91,0.02,162.72,4.61,17.63,0,1,0,0,0,0,0,0,0,0
7534,-758250,-3441404,463.56,27.42,23.87,11.97,206.27,54.27,55,223,0.01,190.71,4.6,17.2,0,1,0,0,0,0,0,0,0,0
7034,-708250,-3441404,454.32,27.29,23.55,11.9,205.14,53,54.59,228.8,0.02,196.69,4.55,16.85,0,1,0,0,0,0,0,0,0,0
6534,-658250,-3441404,449.97,27.48,23.39,11.81,203.66,52,52.66,227.67,0.02,178.37,4.41,16.55,0,1,0,0,0,0,0,0,0,0
6034,-608250,-3441404,447.05,27.73,23.39,11.9,191.71,49,49,216.64,0.03,152.59,4.5,16.22,0,1,0,0,0,0,0,0,0,0
5534,-558250,-3441404,444.3,27.92,23.22,11.88,185.29,46.82,45.47,197.09,0.03,150.09,4.5,15.95,0,1,0,0,0,0,0,0,0,0
5034,-508250,-3441404,434.87,27.3,23.1,11.97,193.02,47,49.02,184.71,0.03,155.34,4.6,15.9,0,1,0,0,0,0,0,0,0,0
4534,-458250,-3441404,426.96,26.97,22.98,12,195.64,45,51.31,181.39,0.03,146.87,4.7,15.8,0,1,0,0,0,0,0,0,0,0
4034,-408250,-3441404,426.86,27.31,22.95,12,197.03,44,51.55,157.25,0.03,136.45,4.6,15.67,0,1,0,0,0,0,0,0,0,0
3534,-358250,-3441404,433.25,28.15,23.01,11.91,191.55,43,48.9,143.99,0.03,137.53,4.3,15.38,0,1,0,0,0,0,0,0,0,0
3034,-308250,-3441404,430.18,27.88,23.3,12.3,194.41,44.78,49,129.45,0.03,153.8,4.7,15.34,0,1,0,0,0,0,0,0,0,0
2534,-258250,-3441404,424.05,27.35,23.58,12.8,195.01,47.38,47.9,113.93,0.05,174.99,5.3,15.93,0,1,0,0,0,0,0,0,0,0
2034,-208250,-3441404,426.55,27.13,23.73,12.98,197.82,48.34,51,99.86,0.06,199.02,5.52,16.32,0,1,0,0,0,0,0,0,0,0
1534,-158250,-3441404,437.36,27.29,23.54,12.43,211.7,48.12,58.47,182.47,0.05,201.62,5.14,16.25,0,1,0,0,0,0,0,0,0,0
1034,-108250,-3441404,454.59,27.51,23.72,12.11,214.49,47.88,60.82,158.89,0.04,228.96,4.97,16.6,0,1,0,0,0,0,0,0,0,0
5834,-58250,-3441404,470.03,28.1,24.32,12.25,202.07,44,57.54,216.39,0.01,138.39,5.05,16.95,0,1,0,0,0,0,0,0,0,0
8234,-8250,-3441404,494.91,28.97,25.09,12.4,186.29,41,51.14,111.81,0.03,131.25,5.2,17.64,0,1,0,0,0,0,0,0,0,0
4134,41750,-3441404,525.68,30.1,25.81,12.36,176.36,40.99,45.37,151.02,0.02,202.95,5.06,17.89,0,1,0,0,0,0,0,0,0,0
9134,91750,-3441404,540.6,30.21,26.18,12.3,166.22,39.24,41.99,136.71,0.01,218.4,5.2,18.22,0,1,0,0,0,0,0,0,0,0
1434,141750,-3441404,552.4,30.32,26.32,12.1,160.98,41,39.86,166.18,0.01,194.76,5.1,18.66,0,1,0,0,0,0,0,0,0,0
1934,191750,-3441404,566.22,30.3,26.52,11.95,167.18,46,39.84,155.47,0.03,92.36,5.12,19.07,0,1,0,0,0,0,0,0,0,0
2434,241750,-3441404,572.81,30.07,26.95,12.2,169.6,52,38.6,116.34,0.03,53.31,5.48,19.79,0,1,0,0,0,0,0,0,0,0
2934,291750,-3441404,584.88,30.16,27.08,12.04,188.87,59.73,40.63,103.05,0.04,65.51,5.24,20.2,0,0.98,0,0,0,0,0,0,0.02,0
3434,341750,-3441404,590.64,30.6,27.58,12.42,175.72,54.15,36.26,36.62,0.02,113.38,5.28,20.74,0,0.71,0,0,0,0,0,0,0.29,0
3934,391750,-3441404,593.73,30.85,27.29,12.08,179.35,54.98,37.94,69.69,0.09,271.89,4.74,20.33,0,1,0,0,0,0,0,0,0,0
4434,441750,-3441404,608.19,31.12,24.91,9.34,265.8,76.52,66.64,214.2,0.23,294.03,2.21,20,0,1,0,0,0,0,0,0,0,0
4934,491750,-3441404,599.19,30.68,26.64,11.33,215.55,79.34,35.45,581.3,0.09,40.59,3.93,18.24,0,1,0,0,0,0,0,0,0,0
5434,541750,-3441404,595.23,30.47,27.5,12.27,190,73.72,26.28,54.69,0.26,102.61,4.9,20.61,0,0.91,0,0,0,0,0,0,0.09,0
5934,591750,-3441404,594.98,30.31,27.4,12.1,189.47,70.9,30,7,0.06,145.85,4.89,21.17,0,0.99,0,0,0,0,0,0,0.01,0
6434,641750,-3441404,596.62,30.19,27.22,11.92,188.14,68,33,47.61,0.04,256.12,4.9,21.2,0,1,0,0,0,0,0,0,0,0
6934,691750,-3441404,598.14,30.14,27.24,11.9,189.9,68,35.49,59.16,0.05,261.01,4.9,21.1,0,1,0,0,0,0,0,0,0,0
7434,741750,-3441404,602.59,30.3,27.25,11.75,212.6,72.09,42.04,97.53,0.03,280.7,4.7,21.04,0,1,0,0,0,0,0,0,0,0
7934,791750,-3441404,609.87,30.5,27.37,11.68,239.57,74.94,48.27,105.19,0.03,358.61,4.6,21.29,0,1,0,0,0,0,0,0,0,0
8434,841750,-3441404,614.75,30.72,27.56,11.8,255.48,76.67,51.67,109,0.05,337.69,4.6,21.4,0,1,0,0,0,0,0,0,0,0
8934,891750,-3441404,611.23,30.82,27.39,11.63,276.34,82.67,57,137.12,0.03,352.57,4.42,21.1,0,1,0,0,0,0,0,0,0,0
9434,941750,-3441404,606.17,30.8,27.72,12.1,279.5,88.83,57.67,153.92,0.03,117.84,4.8,21.06,0,1,0,0,0,0,0,0,0,0
9934,991750,-3441404,601.15,30.54,27.6,12.11,303.2,99.37,61,100.89,0.03,134.13,4.96,21.3,0,1,0,0,0,0,0,0,0,0
1034,1041750,-3441404,594.93,30.3,27.4,12.1,332.99,105.02,66.97,96.88,0.01,222.63,5,21.2,0,1,0,0,0,0,0,0,0,0
1034,1091750,-3441404,584.4,30.1,27.5,12.4,350.56,106,67.52,118.75,0.01,241.61,5.2,21.09,0,1,0,0,0,0,0,0,0,0
1134,1141750,-3441404,581.67,30.2,27.4,12.4,375.18,116,71,106.88,0.01,307.83,5.1,20.9,0,1,0,0,0,0,0,0,0,0
1134,1191750,-3441404,586.58,30.61,27.4,12.29,412.89,135.3,75,114.12,0.02,338.35,4.79,20.8,0,0.98,0.02,0,0,0,0,0,0,0
1234,1241750,-3441404,590.51,30.7,27.3,12.09,442.5,150.9,79,118.09,0.01,2.46,4.6,20.8,0.4,1,0,0,0,0,0,0,0,0
1234,1291750,-3441404,586.9,30.36,27.06,11.98,462.74,159.87,82.24,120.78,0,314.93,4.56,20.9,4.6,0.95,0,0,0,0,0,0,0,0
1334,1341750,-3441404,585.19,30.05,26.86,11.8,513.49,184.27,93,135.02,0.01,251.63,4.5,20.7,0,1,0,0,0,0,0,0,0,0
1334,1391750,-3441404,578.17,30.14,26.6,11.79,545.49,204.19,97,138.67,0.01,261.58,4.3,20.5,0,0.99,0,0,0,0.01,0,0,0,0
1434,1441750,-3441404,575.87,30.2,26.41,11.61,586.88,217.65,104.09,154.54,0.02,284.35,4.1,20.17,0,1,0,0,0,0,0,0,0,0
1434,1491750,-3441404,569.27,30.1,26.04,11.42,621.94,224.18,113.77,174.28,0.11,304.53,3.74,19.93,0,0.87,0,0,0,0.12,0.01,0,0,0
1534,1541750,-3441404,561.96,30.71,24.41,10,742.16,264.27,139.03,241.31,0.21,319.67,1.7,19.42,0,0.28,0.37,0,0,0.33,0.02,0,0,0
1534,1591750,-3441404,550.8,30.78,23.46,9.34,725.31,263.89,125.27,342.15,0.27,323.2,0.64,17.52,0,0.1,0.39,0,0,0.51,0,0,0,0
1634,1641750,-3441404,520.29,28.6,21.6,8.29,755.23,273.19,119.42,646.52,0.39,320.31,0.38,16.27,0,0,0.87,0.01,0,0.12,0,0,0,0
1634,1691750,-3441404,467.68,25.67,19.49,7.51,868.26,329.05,148.91,793.66,0.37,320.7,0.51,15.49,0,0,0.71,0.19,0,0.09,0,0,0,0.01
1734,1741750,-3441404,423.73,22.98,18.89,8.05,1255.58,501.88,181.95,1248.69,0.36,76.64,1.75,14.35,0,0,0.11,0.07,0,0.01,0,0,0,0.82
1734,1791750,-3441404,400.04,23.29,23.51,13.21,1180.99,471.41,158.09,115.79,0.56,92.66,5.91,17.75,0,0,0.22,0,0,0,0,0,0,0.78
1834,1841750,-3441404,340.32,18.61,23.22,14.59,1483.41,489.2,297.23,40.63,0.13,97.16,8.57,19.08,18.52,0,0.07,0,0,0.01,0,0.02,0,0.71
1734,-1758250,-3491404,491.26,27.05,25.45,12.97,510.93,42.15,276.25,192.57,0.15,261.24,7.45,18.49,2.8,0.18,0,0,0,0.79,0,0,0,0
1734,-1708250,-3491404,532.89,28.67,25.71,12.23,398.8,48.9,198.36,253.11,0.05,265.11,6.44,18.56,1.2,0.18,0,0,0,0.81,0,0,0,0
1634,-1658250,-3491404,538.01,29.13,25.69,12.08,345.15,42.44,162.84,314.38,0.02,310.25,6.06,18.61,0,0.48,0,0,0,0.52,0,0,0,0
1634,-1608250,-3491404,553.48,29.43,26.16,12.07,316.31,42,142.15,284,0.02,305.36,5.93,18.89,0,0.98,0,0,0,0.02,0,0,0,0
1534,-1558250,-3491404,569.97,29.72,26.31,11.81,302.73,43.28,128.44,332.19,0.04,284.42,5.6,19.19,0,1,0,0,0,0,0,0,0,0
1534,-1508250,-3491404,580.86,30.1,25.82,10.98,308.99,51.24,123,356.81,0.06,270.74,4.7,19.38,0,1,0,0,0,0,0,0,0,0
1434,-1458250,-3491404,589.26,30.39,25.94,10.9,297.37,55.07,113,475.52,0.04,245.15,4.45,19.21,0,1,0,0,0,0,0,0,0,0
1434,-1408250,-3491404,588.69,30.61,26.12,11.01,285.79,56.06,104.84,385.44,0.04,171.17,4.44,19.58,0,1,0,0,0,0,0,0,0,0
1334,-1358250,-3491404,579.25,30.25,25.59,10.7,285.73,60,99.89,446.73,0.04,205.51,4.22,18.95,0,1,0,0,0,0,0,0,0,0
1334,-1308250,-3491404,562.26,29.56,25.53,11.11,276.03,61.13,92.73,459.76,0.03,233.53,4.77,19.04,0,1,0,0,0,0,0,0,0,0
1234,-1258250,-3491404,546.23,28.88,25.23,11.14,271.53,63.84,88.69,475.43,0.02,103.46,4.94,18.62,0,1,0,0,0,0,0,0,0,0
1234,-1208250,-3491404,533.54,28.33,25.34,11.64,248.44,57.08,78.68,454.37,0.07,98.18,5.5,18.87,0,1,0,0,0,0,0,0,0,0
1134,-1158250,-3491404,527.87,28.32,25.04,11.51,237.92,56.64,73.64,349.07,0.04,122.45,5.21,18.67,0,1,0,0,0,0,0,0,0,0
1134,-1108250,-3491404,521.46,28.5,24.85,11.5,231.89,56.59,66,353.66,0.03,260.22,5.02,18.22,0,1,0,0,0,0,0,0,0,0
1034,-1058250,-3491404,510.96,28.52,24.71,11.58,227.17,56,61.23,454.54,0,2.89,4.9,17.84,0,1,0,0,0,0,0,0,0,0
1034,-1008250,-3491404,502.54,28.6,24.49,11.57,223.77,55,57.77,326.99,0.06,102.12,4.69,17.73,0,1,0,0,0,0,0,0,0,0
9534,-958250,-3491404,488.96,28.34,24.2,11.66,224,56,56,296.46,0.07,117.74,4.6,17.46,0,1,0,0,0,0,0,0,0,0
9034,-908250,-3491404,473.87,27.87,24.22,12.05,213.18,53,52,256.49,0.07,123.95,4.85,17.32,0,1,0,0,0,0,0,0,0,0
8534,-858250,-3491404,460.53,27.33,23.76,12,212.36,53.79,52,203.18,0.04,135.65,4.73,17.3,0,1,0,0,0,0,0,0,0,0
8034,-808250,-3491404,446.66,26.61,23.4,11.9,215.8,55.86,57.86,200.23,0.03,168.8,4.7,16.92,0,1,0,0,0,0,0,0,0,0
7534,-758250,-3491404,435.58,26.04,23.11,11.91,228.52,57,64.76,190.15,0.04,172.6,4.8,16.7,0,1,0,0,0,0,0,0,0,0
7034,-708250,-3491404,425.16,25.77,22.79,11.88,226.93,54,65.33,189.36,0.04,183.18,4.78,16.44,0,1,0,0,0,0,0,0,0,0
6534,-658250,-3491404,421.78,25.79,22.59,11.8,226.07,53,63.01,196.09,0.04,178.03,4.7,16.1,0,1,0,0,0,0,0,0,0,0
6034,-608250,-3491404,418.78,26.07,22.54,11.8,216.06,50,58.44,187.81,0.04,158.01,4.7,15.8,0,1,0,0,0,0,0,0,0,0
5534,-558250,-3491404,412.93,26.16,22.48,11.9,206.51,47,55.32,171,0.03,153.07,4.8,15.46,0,1,0,0,0,0,0,0,0,0
5034,-508250,-3491404,397.87,24.98,22.2,12.06,218.17,48,61.21,159.92,0.03,163.44,5.16,15.46,0,1,0,0,0,0,0,0,0,0
4534,-458250,-3491404,393.12,24.67,22.09,12.1,223.3,45,65.05,153,0.03,153.38,5.21,15.6,0,1,0,0,0,0,0,0,0,0
4034,-408250,-3491404,395.19,25.27,22.16,12.1,223.8,42.74,64,140.58,0.03,149.57,5.05,15.4,0,1,0,0,0,0,0,0,0,0
3534,-358250,-3491404,399.74,26.03,22.3,12.08,224.48,41,62.83,130.95,0.04,148.01,4.88,15,0,1,0,0,0,0,0,0,0,0
3034,-308250,-3491404,399.09,26.09,22.56,12.39,226.89,40,61.34,104.25,0.04,146.04,5.1,14.91,0,1,0,0,0,0,0,0,0,0
2534,-258250,-3491404,401.61,25.88,22.88,12.64,225.56,42,62.76,81.94,0.02,174.28,5.51,15.48,0,1,0,0,0,0,0,0,0,0
2034,-208250,-3491404,403.22,25.74,23.04,12.8,226.25,42,68.18,88.06,0.03,205.42,5.7,15.95,0,1,0,0,0,0,0,0,0,0
1534,-158250,-3491404,411.7,25.82,23.14,12.66,228.32,41.06,73.51,84.94,0.05,186.46,5.7,16.22,0,1,0,0,0,0,0,0,0,0
1034,-108250,-3491404,425.29,26.16,23.15,12.29,233.46,42,76.46,114.47,0.08,211.58,5.34,16.1,0,1,0,0,0,0,0,0,0,0
5834,-58250,-3491404,442.23,26.81,23.51,12.2,222.83,40.83,71,190.96,0.05,196.19,5.2,16.36,0,1,0,0,0,0,0,0,0,0
8234,-8250,-3491404,468.48,27.69,24.09,12.02,214.73,40,66.91,134.73,0.01,104.14,5.1,16.86,0,1,0,0,0,0,0,0,0,0
4134,41750,-3491404,495.19,28.76,24.65,11.88,204.79,40.21,60.46,140.82,0.03,313.69,4.94,17.35,0,1,0,0,0,0,0,0,0,0
9134,91750,-3491404,516.93,29.41,25.05,11.74,194.42,39.73,54.84,178.64,0.01,43.75,4.84,17.47,0,1,0,0,0,0,0,0,0,0
1434,141750,-3491404,533.59,29.72,25.6,11.9,178.3,39,46.76,142.91,0.02,144.07,5,17.89,0,0.99,0,0,0,0,0,0,0.01,0
1934,191750,-3491404,550.12,29.87,25.78,11.67,178.18,42.39,44.72,155.66,0.01,192.47,4.91,18.48,0,1,0,0,0,0,0,0,0,0
2434,241750,-3491404,560.64,29.72,25.96,11.56,182.27,47.42,44.81,161.82,0.02,75.77,4.98,19,0,1,0,0,0,0,0,0,0,0
2934,291750,-3491404,571.38,29.8,26.2,11.52,178.84,49.21,41.7,129.79,0.03,33.86,4.9,19.7,0,1,0,0,0,0,0,0,0,0
3434,341750,-3491404,576.62,30.1,26.89,12.09,182.76,50.32,42,107.27,0.06,43.14,5.19,19.75,0,0.93,0,0,0,0,0,0,0.07,0
3934,391750,-3491404,583.08,30.45,26.92,12,193.08,51.25,47.03,34.81,0.09,276.19,4.85,20.35,0,1,0,0,0,0,0,0,0,0
4434,441750,-3491404,597.49,30.78,24.31,9.03,328.3,80.89,96.31,345.48,0.23,252.52,2.06,19.3,0,1,0,0,0,0,0,0,0,0
4934,491750,-3491404,585.67,30.48,26.63,11.59,208.6,71.47,33.91,468.35,0.18,129.43,4.33,18.27,0,1,0,0,0,0,0,0,0,0
5434,541750,-3491404,580.87,30.28,26.98,12.08,201.75,72,30.75,1.42,0.24,102.2,4.8,20.56,0,0.41,0,0,0,0,0,0,0.59,0
5934,591750,-3491404,582.36,30.06,26.83,11.9,194.81,68.06,32,15.12,0.02,319.64,4.75,20.55,0,0.95,0,0,0,0,0,0,0.05,0
6434,641750,-3491404,582.4,29.82,26.79,11.8,188.05,64,33,42.57,0.04,297.63,4.88,20.6,0,1,0,0,0,0,0,0,0,0
6934,691750,-3491404,586.39,29.82,26.41,11.39,202.4,65.31,40.2,79,0.08,298.36,4.47,20.68,0,1,0,0,0,0,0,0,0,0
7434,741750,-3491404,592.12,30,26.62,11.5,221.05,71,44.87,170.86,0.07,327.52,4.52,20.45,0,1,0,0,0,0,0,0,0,0
7934,791750,-3491404,602.8,30.3,26.59,11.1,260.61,77.99,54.84,158.13,0.06,348.67,4.1,20.5,0,1,0,0,0,0,0,0,0,0
8434,841750,-3491404,609.74,30.66,27.08,11.4,267.43,76.43,55,210.75,0.04,345.45,4.22,20.57,0,1,0,0,0,0,0,0,0,0
8934,891750,-3491404,605.64,30.7,27.21,11.65,270.8,76.85,56.62,212.14,0.05,94.22,4.41,20.75,0,1,0,0,0,0,0,0,0,0
9434,941750,-3491404,599.73,30.53,27.4,11.9,285.4,85.72,59,86.1,0.05,123.6,4.78,21.08,0,1,0,0,0,0,0,0,0,0
9934,991750,-3491404,595.11,30.35,27.31,12.01,312.64,96.18,65,89.3,0.01,177.22,4.85,20.93,0,1,0,0,0,0,0,0,0,0
1034,1041750,-3491404,589.81,29.99,27.11,11.99,332.14,98,67.03,97.89,0.02,292.26,5,20.73,0,1,0,0,0,0,0,0,0,0
1034,1091750,-3491404,585.57,29.8,26.9,11.8,350.19,100.68,68.61,111.5,0.04,318.88,4.9,20.9,0,0.98,0.02,0,0,0,0,0,0,0
1134,1141750,-3491404,582.68,29.91,26.91,11.97,368.59,110.31,69.9,130.92,0.04,342.14,4.9,20.6,0,0.68,0.32,0,0,0,0,0,0,0
1134,1191750,-3491404,586.42,30.22,26.69,11.59,421.02,133.08,79.49,156.6,0.03,358.89,4.4,20.4,0,0.29,0.71,0,0,0,0,0,0,0
1234,1241750,-3491404,587.16,30.41,26.9,11.73,430.04,142.29,76.19,153.73,0.02,25.03,4.47,20.5,0,0.96,0.04,0,0,0,0,0,0,0
1234,1291750,-3491404,582.85,30.3,26.65,11.7,445,150,80.5,131.02,0.01,19.78,4.4,20.5,0,0.95,0,0,0,0.05,0,0,0,0
1334,1341750,-3491404,578.54,30.03,26.4,11.57,495.06,173.82,91,131.17,0.01,320.88,4.27,20.45,0,0.92,0.02,0,0,0.06,0,0,0,0
1334,1391750,-3491404,574.56,30.19,26.19,11.5,543.77,198.28,98.13,141,0.03,311.59,4,20.18,0,0.93,0.03,0,0,0.04,0,0,0,0
