ID,LAT,LONG,T_SEASON,TDIFF,T_SUMMER,T_WINTER,PRE_YEAR,PRE_SUMMER,PRE_WINTER,ELEV,SLOPE,ASPECT,TMIN_JUL,TMIN_JAN,PERC_SEA,SHRUB,SAVANNA,GRASS,LAKE,CROP,URBAN,MOSAIC,BARE,FOREST
2921,291750,-2141404,454.91,27.7,30.06,18.71,435.73,202.73,11,236.51,0.04,245.96,9.76,24.24,0,0.77,0,0.23,0,0,0,0,0,0
3421,341750,-2141404,447.96,27.2,30,18.8,466.37,214.43,12,299.74,0.03,261.29,10,23.84,0,0.82,0,0.18,0,0,0,0,0,0
3921,391750,-2141404,442.81,26.86,29.95,18.87,500.96,228.57,13,353.3,0.03,67.11,10.17,24,0,0.97,0,0.03,0,0,0,0,0,0
4421,441750,-2141404,431.78,26.24,30.1,19.3,525.62,242.3,12,222.84,0.07,67.16,10.7,23.73,0,1,0,0,0,0,0,0,0,0
4921,491750,-2141404,418.19,25.76,30.3,19.8,545.09,254.84,12,231.21,0.08,62.47,11.34,24.79,0,0.76,0.05,0.19,0,0,0,0,0,0
5421,541750,-2141404,402.66,25.18,30.3,20.22,562.81,268.66,10.61,99.74,0.09,53.83,11.83,24.9,0,0.1,0.38,0.52,0,0,0,0,0,0
5921,591750,-2141404,391.93,24.77,30.4,20.6,566.6,282.06,9.68,62.55,0.06,34.32,12.4,24.8,0,0.01,0,0.99,0,0,0,0,0,0
6421,641750,-2141404,384.68,24.5,30.4,20.7,611.02,323.17,8,34.87,0.04,24.15,12.8,24.8,0,0.03,0,0.97,0,0,0,0,0,0
6921,691750,-2141404,375.99,24.34,30.43,20.95,665.47,367.4,8,40.11,0.03,11.13,13.22,24.48,0,0,0,1,0,0,0,0,0,0
7421,741750,-2141404,367.72,24.49,30.59,21.3,626.92,326.1,6,26.16,0.02,14.52,13.3,24.66,0,0,0,1,0,0,0,0,0,0
7921,791750,-2141404,360.15,24.71,30.6,21.5,637.81,325.15,6,28,0.03,308.78,13.24,24.67,0,0.44,0.19,0.37,0,0,0,0,0,0
8421,841750,-2141404,355.67,25.12,30.48,21.41,672.96,340.22,8,62.52,0.05,290.44,12.95,24.6,0,0.01,0.91,0.08,0,0,0,0,0,0
8921,891750,-2141404,355.84,25.5,30.1,21.1,714.12,357.06,9.02,119.66,0.11,287.98,12.4,24.24,0,0,0.91,0.09,0,0,0,0,0,0
9421,941750,-2141404,355.2,25.73,29.55,20.52,765.93,378.17,12,281.64,0.09,307.01,11.72,23.38,0,0,0.85,0.15,0,0,0,0,0,0
9921,991750,-2141404,357.47,25.86,28.75,19.68,819.7,399.1,15,234.16,0.12,309.74,10.88,22.89,0,0,1,0,0,0,0,0,0,0
1021,1041750,-2141404,355.1,25.46,26.59,17.59,802.03,398.63,16.57,408.31,0.14,298.16,9.03,21.54,0,0,1,0,0,0,0,0,0,0
1021,1091750,-2141404,343.91,24.46,26.78,18.18,791.57,390.37,17.84,411.92,0.15,278.81,9.79,21.5,0,0,1,0,0,0,0,0,0,0
1121,1141750,-2141404,333.49,22.85,24.95,16.62,700.27,321.12,24.73,785.33,0.1,257.64,8.92,19.67,0,0,1,0,0,0,0,0,0,0
1121,1191750,-2141404,317.87,20.99,24.87,16.87,947.61,506.19,51.36,666.61,0.08,186.26,9.97,19.65,0,0,0.99,0,0,0,0,0,0,0.01
1221,1241750,-2141404,306.79,19.43,24.21,16.41,1540.03,729.4,113.9,594.66,0.34,103.18,10.17,19.24,0.8,0,0.24,0,0,0,0,0.11,0,0.64
1221,1291750,-2141404,279.67,17,26.89,19.79,2502.5,1194.88,174.16,0,0.39,90.77,14.09,23.2,83.6,0,0,0,0,0,0,0.01,0,0.16
1221,-1258250,-2191404,346.05,22.43,30,21.42,497.8,336.5,24.3,16.25,0.07,297.34,12.82,25.9,16.02,0.77,0,0.07,0,0,0,0,0,0
1221,-1208250,-2191404,364.66,23.35,29.91,20.91,516.82,357.37,21,149.41,0.11,299.07,12.16,25.5,0,1,0,0,0,0,0,0,0,0
1121,-1158250,-2191404,379.12,24.35,30.19,20.8,498.27,216.27,17.37,219.39,0.06,319.14,11.9,25.21,0,1,0,0,0,0,0,0,0,0
1121,-1108250,-2191404,391.44,25.35,30.61,20.83,474.16,207.4,16.21,255.24,0.05,37.83,11.73,24.84,0,1,0,0,0,0,0,0,0,0
1021,-1058250,-2191404,406.89,26.33,30.9,20.74,459.46,202.93,15.98,146.86,0.04,32.1,11.4,25.4,0,1,0,0,0,0,0,0,0,0
1021,-1008250,-2191404,420.62,27.35,31.39,20.82,441.21,199.36,13,181.8,0.05,2.67,11.19,25.01,0,1,0,0,0,0,0,0,0,0
9521,-958250,-2191404,434.1,28.2,31.8,20.9,425.69,194.7,12,122.08,0.06,352.74,11.03,25.4,0,1,0,0,0,0,0,0,0,0
9021,-908250,-2191404,446.74,28.83,31.9,20.72,418.64,190.38,10,170.83,0.07,342.19,10.8,24.96,0,1,0,0,0,0,0,0,0,0
8521,-858250,-2191404,450.11,28.88,32.07,20.78,404.01,188.02,9,163.01,0.07,320.07,11,25.2,0,1,0,0,0,0,0,0,0,0
8021,-808250,-2191404,456.77,28.58,31.8,20.32,401.95,191.48,10,221.36,0.06,301.39,10.92,24.65,0,1,0,0,0,0,0,0,0,0
7521,-758250,-2191404,456.29,27.96,31.66,20.25,391,191.19,10.81,281.41,0.09,287.16,11.25,24.9,0,1,0,0,0,0,0,0,0,0
7021,-708250,-2191404,457.73,27.41,31.43,20,392.73,191.28,11,388.46,0.07,265.31,11.33,24.73,0,1,0,0,0,0,0,0,0,0
6521,-658250,-2191404,461.78,27.42,31.78,20.2,429.75,195.78,12.33,390.66,0.05,157.35,11.58,24.52,0,1,0,0,0,0,0,0,0,0
6021,-608250,-2191404,464.72,27.8,31.67,20.06,392.59,171.4,15.78,341.24,0.04,150.94,11.29,24.78,0,1,0,0,0,0,0,0,0,0
5521,-558250,-2191404,475.65,28.6,31.09,19.19,418.25,184.16,18.97,383.42,0.05,269.17,10.09,24.52,0,1,0,0,0,0,0,0,0,0
5021,-508250,-2191404,481.44,29.27,30.91,18.88,423.61,189.79,17.19,459.7,0.03,302.49,9.41,23.98,0,1,0,0,0,0,0,0,0,0
4521,-458250,-2191404,487.21,29.87,30.58,18.42,438.34,198.02,18.82,410.13,0.01,16.76,8.63,23.9,0,1,0,0,0,0,0,0,0,0
4021,-408250,-2191404,490.87,30.15,30.6,18.33,443.65,202.95,17,446.49,0.01,43.61,8.39,23.42,0,1,0,0,0,0,0,0,0,0
3521,-358250,-2191404,490.76,30.11,30.76,18.5,442.18,203.85,15.46,421.35,0.06,84.04,8.6,23.78,0,1,0,0,0,0,0,0,0,0
3021,-308250,-2191404,490.41,29.92,30.7,18.5,447.01,205.47,16,353.22,0.07,81.19,8.68,24.1,0,1,0,0,0,0,0,0,0,0
2521,-258250,-2191404,485.02,29.53,31,18.9,436.83,199.41,16,284.13,0.05,55.24,9.27,24.28,0,1,0,0,0,0,0,0,0,0
2021,-208250,-2191404,481.87,29.09,31,18.99,432.12,196.47,15,262.28,0.04,10.11,9.6,24.35,0,1,0,0,0,0,0,0,0,0
1521,-158250,-2191404,477.25,28.54,31.03,19.1,424.86,192.29,13.58,238.17,0.03,16.1,9.99,24.6,0,1,0,0,0,0,0,0,0,0
1021,-108250,-2191404,472.43,27.9,30.9,19.06,423.42,191,13,239.27,0.02,5.47,10.36,24.61,0,1,0,0,0,0,0,0,0,0
5821,-58250,-2191404,468.41,27.35,30.8,19.1,421.15,190.07,13,282.45,0.03,287.08,10.68,24.7,0,1,0,0,0,0,0,0,0,0
8221,-8250,-2191404,465.26,26.8,30.4,18.8,425.57,194.51,13,303.71,0.02,308.84,10.75,24.59,0,1,0,0,0,0,0,0,0,0
4121,41750,-2191404,462.92,26.9,30.82,19.27,405.14,188.32,10.88,284.73,0.05,42.32,11.12,24.57,0,1,0,0,0,0,0,0,0,0
9121,91750,-2191404,466.07,27.44,30.9,19.26,396.74,185.68,10.41,229.24,0.05,44.19,10.85,24.78,0,0.61,0,0.39,0,0,0,0,0,0
1421,141750,-2191404,469.65,27.95,30.9,19.17,386.51,181.6,11,233.47,0.03,36.67,10.47,24.61,4.38,0.38,0,0.57,0,0,0,0,0,0
1921,191750,-2191404,475.01,28.51,30.8,19,377.48,177.4,11,205.66,0.01,14.53,9.99,24.6,6.12,0.32,0,0.62,0,0,0,0,0,0
2421,241750,-2191404,477.26,28.6,30.7,18.8,372.04,174.04,10.98,221.97,0.01,291.33,9.7,24.4,0,0.49,0,0.51,0,0,0,0,0,0
2921,291750,-2191404,474.18,28.48,30.45,18.6,382.31,176.41,12,229.26,0.03,254.05,9.52,24.3,0,0.92,0,0.08,0,0,0,0,0,0
3421,341750,-2191404,469.06,28.3,30.21,18.5,414.18,227.21,12,256,0.04,227.08,9.4,24.2,0,0.11,0,0.89,0,0,0,0,0,0
3921,391750,-2191404,465.36,28.1,30.1,18.5,446.29,206.11,13,265,0.03,163.7,9.4,24.1,0,0.76,0,0.24,0,0,0,0,0,0
4421,441750,-2191404,455.65,27.58,30.2,18.82,472.49,220.16,13,257.29,0.04,90.02,9.82,24.1,0,1,0,0,0,0,0,0,0,0
4921,491750,-2191404,442.86,27.02,30.16,19.11,498.71,232.98,13,186.11,0.06,59.82,10.28,24.32,0,1,0,0,0,0,0,0,0,0
5421,541750,-2191404,430.49,26.41,29.81,19,530.57,249.71,13.01,146.14,0.08,31.11,10.48,24.61,0,0.9,0,0.1,0,0,0,0,0,0
5921,591750,-2191404,417.35,25.87,30.51,20.01,537.87,258.68,11,121.03,0.1,34.48,11.63,24.7,0,0.56,0,0.44,0,0,0,0,0,0
6421,641750,-2191404,408.19,25.5,30.5,20.2,567.34,285.08,10,59,0.06,38.1,12.1,24.7,0,0.11,0,0.89,0,0,0,0,0,0
6921,691750,-2191404,398.19,25.45,30.6,20.5,584.8,306.42,9.92,66.92,0.03,17.66,12.45,24.51,0,0,0,1,0,0,0,0,0,0
7421,741750,-2191404,390.86,25.58,30.6,20.71,566.18,289.61,7.87,47.38,0.03,18.95,12.43,24.5,0,0,0,1,0,0,0,0,0,0
7921,791750,-2191404,386.19,25.82,30.6,20.8,587,296.49,9,51.08,0.03,318.62,12.28,24.5,0,0.02,0.24,0.74,0,0,0,0,0,0
8421,841750,-2191404,383.14,26.04,30.35,20.64,623.49,313.1,9.73,86.07,0.06,297.84,11.98,24.3,0,0.05,0.45,0.5,0,0,0,0,0,0
8921,891750,-2191404,382.64,26.33,30.03,20.32,662.14,330.94,11,138.49,0.11,279.08,11.5,23.97,0,0,0.86,0.14,0,0,0,0,0,0
9421,941750,-2191404,383.57,26.5,29.08,19.37,712.54,352.14,15,268.26,0.11,282.52,10.48,22.9,0,0,0.9,0.1,0,0,0,0,0,0
9921,991750,-2191404,378.64,26.31,28.35,18.74,756.95,371.32,16.7,326.51,0.15,300.06,9.94,22.33,0,0,1,0,0,0,0,0,0,0
1021,1041750,-2191404,374.56,25.8,27.01,17.61,780.23,382.66,18.46,469.98,0.16,315.43,9.01,20.81,0,0,1,0,0,0,0,0,0,0
1021,1091750,-2191404,364.23,24.69,26.95,17.83,768.74,370.45,19,512.63,0.1,315.87,9.54,21.21,0,0,1,0,0,0,0,0,0,0
1121,1141750,-2191404,348.66,23.22,26.7,18,747.91,384.75,21.82,534.36,0.05,199.57,10.25,20.34,0,0,1,0,0,0,0,0,0,0
1121,1191750,-2191404,333.17,21.66,26.01,17.64,808.35,457.12,34.36,539.29,0.12,165.01,10.44,20.53,0,0,1,0,0,0,0,0,0,0
1221,1241750,-2191404,316.79,19.95,26.05,18.03,1200.93,632.69,60.08,634.13,0.14,74.02,11.43,19.93,0,0,0.52,0,0,0,0,0,0,0.48
1222,-1258250,-2241404,369.77,23.66,30.5,21.31,464.24,312.54,24.38,51.37,0.07,275.13,12.58,25.66,0,1,0,0,0,0,0,0,0,0
1222,-1208250,-2241404,385.02,24.53,30.65,21.11,451.12,308.78,19.13,147.37,0.08,249.32,12.21,25.3,0,1,0,0,0,0,0,0,0,0
1122,-1158250,-2241404,401,25.39,30.74,20.84,442.28,247.87,17,197.28,0.07,203.56,11.8,25.07,0,1,0,0,0,0,0,0,0,0
1122,-1108250,-2241404,416.1,26.2,30.9,20.57,433.69,186.15,16.4,163.24,0.06,161.74,11.4,25.15,0,1,0,0,0,0,0,0,0,0
1022,-1058250,-2241404,426.55,27.02,31.5,20.9,405.21,176.41,14,156.43,0.02,175.98,11.5,25.19,0,1,0,0,0,0,0,0,0,0
1022,-1008250,-2241404,439.92,27.8,31.7,20.7,392.26,172.9,12,149.43,0.02,313.76,11.2,25.22,0,1,0,0,0,0,0,0,0,0
9522,-958250,-2241404,453,28.49,31.6,20.3,396.24,175.2,12.87,207.76,0.02,326.39,10.61,24.94,0,1,0,0,0,0,0,0,0,0
9022,-908250,-2241404,462.24,28.77,31.8,20.3,380.44,169.96,11,216.83,0.02,298.63,10.68,25,0,1,0,0,0,0,0,0,0,0
8522,-858250,-2241404,468.83,28.89,31.98,20.23,370.05,167.66,11,231.21,0.03,290.83,10.73,24.81,0,1,0,0,0,0,0,0,0,0
8022,-808250,-2241404,471.41,28.7,31.92,20.2,360.7,167.73,11,268.48,0.04,281.61,10.9,25.03,0,1,0,0,0,0,0,0,0,0
7522,-758250,-2241404,472.74,28.27,31.9,20.11,357.87,167.55,11,283.42,0.07,262.4,11.13,24.9,0,1,0,0,0,0,0,0,0,0
7022,-708250,-2241404,471.62,27.89,31.92,20.19,359.93,166.9,12.14,391.31,0.05,218.77,11.53,24.53,0,1,0,0,0,0,0,0,0,0
6522,-658250,-2241404,475.61,27.89,32.08,20.3,371.35,165.33,15.94,326.93,0.04,156.81,11.7,24.9,0,1,0,0,0,0,0,0,0,0
6022,-608250,-2241404,481.97,28.3,31.85,19.86,362.16,159.07,16.05,341.22,0.02,252.06,11.15,24.96,0,1,0,0,0,0,0,0,0,0
5522,-558250,-2241404,488.78,29.04,31.54,19.4,372.6,165.25,18,332.8,0.06,280.49,10.25,24.72,0,1,0,0,0,0,0,0,0,0
5022,-508250,-2241404,496.65,29.88,31.02,18.72,394.62,179.26,18.05,451.16,0.02,268.23,9.12,23.63,0,1,0,0,0,0,0,0,0,0
4522,-458250,-2241404,506.21,30.65,30.65,18.1,421.33,194,20,397,0.02,133.29,8.1,23.77,0,1,0,0,0,0,0,0,0,0
4022,-408250,-2241404,507.64,31,30.6,18,427.01,199,19.03,432.95,0.03,144.73,7.8,23.45,0,1,0,0,0,0,0,0,0,0
3522,-358250,-2241404,505.73,30.72,30.83,18.23,421.93,196.29,18,366.28,0.06,116.43,8.13,23.9,0,1,0,0,0,0,0,0,0,0
3022,-308250,-2241404,502.44,30.26,30.9,18.36,416.39,191.81,17,297,0.04,87.76,8.5,24.1,0,1,0,0,0,0,0,0,0,0
2522,-258250,-2241404,499.36,29.85,30.9,18.45,411.4,188,16,297.98,0.03,45.29,8.85,24.4,0,1,0,0,0,0,0,0,0,0
2022,-208250,-2241404,494.18,29.21,30.8,18.5,409.97,183.97,16,290.19,0.03,4.9,9.2,24.45,0,1,0,0,0,0,0,0,0,0
1522,-158250,-2241404,491.1,28.71,30.85,18.65,403.31,179.75,15.45,326.86,0.04,31.36,9.65,24.23,0,1,0,0,0,0,0,0,0,0
1022,-108250,-2241404,486.64,28.1,30.93,18.8,394.09,175.4,14,254,0.03,26.77,10.2,24.68,0,1,0,0,0,0,0,0,0,0
5822,-58250,-2241404,479.57,27.37,30.9,18.97,388.71,173.29,13,259.52,0.02,300.84,10.77,24.79,0,1,0,0,0,0,0,0,0,0
8222,-8250,-2241404,475.76,26.64,30.79,18.96,386.23,174.6,12,279.69,0.04,289.16,11.16,24.78,0,1,0,0,0,0,0,0,0,0
4122,41750,-2241404,476.38,26.84,30.5,18.66,388.94,221.14,11.65,350.48,0.04,5.18,10.77,24.6,0,1,0,0,0,0,0,0,0,0
9122,91750,-2241404,482.1,27.63,30.8,18.77,374.46,240.73,11,283.57,0.07,47.65,10.47,24.79,0,1,0,0,0,0,0,0,0,0
1422,141750,-2241404,483.91,28.34,30.81,18.76,363.19,233.92,11,234.95,0.05,43.94,10.06,24.7,0,0.92,0,0.08,0,0,0,0,0,0
1922,191750,-2241404,489.69,28.7,30.8,18.6,355,227.96,12,226.02,0.02,19.34,9.7,24.63,0,0.97,0,0.03,0,0,0,0,0,0
2422,241750,-2241404,490.35,29.1,30.7,18.4,352.42,225.28,12,225.2,0.02,336.84,9.3,24.44,0,0.98,0,0.02,0,0,0,0,0,0
2922,291750,-2241404,491.36,29.26,30.6,18.3,359.71,228.37,13,233.19,0.02,325.26,9.04,24.3,0,0.97,0,0.03,0,0,0,0,0,0
3422,341750,-2241404,489.58,29.27,30.5,18.23,378.83,239.68,13,249.03,0.01,257.51,8.89,24.12,0,0.89,0,0.11,0,0,0,0,0,0
3922,391750,-2241404,486.28,29.21,30.31,18.19,405.67,255.78,12,259,0.01,203.23,8.79,24.1,0,0.87,0,0.13,0,0,0,0,0,0
4422,441750,-2241404,479,28.79,30.2,18.21,430.86,270.15,14,266,0.01,20.87,8.91,24,0,1,0,0,0,0,0,0,0,0
4922,491750,-2241404,466.36,28.08,30,18.36,456.93,208.7,14,239.08,0.07,5.66,9.32,24.26,0,1,0,0,0,0,0,0,0,0
5422,541750,-2241404,454.68,27.45,29.6,18.25,502,229.46,15.96,250.64,0.11,3.58,9.45,24.06,0,1,0,0,0,0,0,0,0,0
5922,591750,-2241404,440.25,26.76,30.29,19.27,515.72,240.08,12.22,242.45,0.13,36.22,10.73,23.78,0,0.94,0,0.06,0,0,0,0,0,0
6422,641750,-2241404,428.88,26.39,30.47,19.68,530.83,255.09,12,96.65,0.11,48.66,11.28,24.7,0,0.21,0,0.79,0,0,0,0,0,0
6922,691750,-2241404,419.72,26.25,30.6,20,535.58,268.51,11.83,93.36,0.04,31.14,11.65,24.51,0,0.3,0,0.7,0,0,0,0,0,0
7422,741750,-2241404,417.44,26.52,30.6,20.1,536.71,270.75,11,63.21,0.03,21.36,11.6,24.5,0,0,0,1,0,0,0,0,0,0
7922,791750,-2241404,413.28,26.86,30.5,20.09,558.49,279.91,12,76.69,0.03,317.13,11.3,24.4,0,0,0.07,0.93,0,0,0,0,0,0
8422,841750,-2241404,409.49,27.04,30.34,19.95,583.04,290.82,13,107.81,0.06,295.33,11.01,24,0,0,0.13,0.87,0,0,0,0,0,0
8922,891750,-2241404,407.21,27.15,29.77,19.49,613.17,303.11,15.27,170.85,0.09,283.66,10.49,23.6,0,0,0.74,0.26,0,0,0,0,0,0
9422,941750,-2241404,406.62,27,29.1,18.81,655.16,323.16,17.86,249.96,0.13,280.89,9.91,23,0,0,1,0,0,0,0,0,0,0
9922,991750,-2241404,403.98,26.76,27.56,17.36,701.48,344.33,21.12,407.85,0.23,292.16,8.61,21.64,0,0,1,0,0,0,0,0,0,0
1022,1041750,-2241404,398.5,26.14,26.22,16.22,746.05,361.57,24.76,604.59,0.24,317.44,7.81,20.87,0,0,1,0,0,0,0,0,0,0
1022,1091750,-2241404,383.39,25.16,26.45,16.82,746.63,359.25,25.12,664.85,0.17,12.25,8.67,20.13,0,0,1,0,0,0,0,0,0,0
1122,1141750,-2241404,368.37,23.84,26.64,17.39,690.68,418.43,25.95,604.86,0.12,68.79,9.66,20.69,0,0,1,0,0,0,0,0,0,0
1122,1191750,-2241404,351.37,22.43,26.71,17.86,661.04,391.08,27.43,466.39,0.1,129.49,10.56,21.16,0,0,1,0,0,0,0,0,0,0
1222,1241750,-2241404,337.51,21.07,25.9,17.37,683.61,377.26,34.3,384.09,0.09,226.9,10.55,21.29,0,0,0.97,0,0,0,0,0,0,0.03
1222,1291750,-2241404,327.66,20.01,24.61,16.26,954.62,500.32,63.35,893.83,0.23,76.89,9.82,19.47,41.38,0,0.31,0,0,0,0,0,0,0.27
1222,-1258250,-2291404,398.35,24.95,30.7,20.78,425.65,277.75,24.56,69.33,0.05,281.98,12,25.61,0,1,0,0,0,0,0,0,0,0
1222,-1208250,-2291404,411.88,25.7,31,20.74,410.08,273.42,20.83,81.57,0.04,232.91,11.82,25.79,0,1,0,0,0,0,0,0,0,0
1122,-1158250,-2291404,425.97,26.34,31.04,20.44,403.5,269.77,17.82,102.63,0.04,219.39,11.44,25.7,0,1,0,0,0,0,0,0,0,0
1122,-1108250,-2291404,437.11,27.04,31.36,20.49,385.36,169.73,16,129.99,0.02,273.14,11.33,25.5,0,1,0,0,0,0,0,0,0,0
1022,-1058250,-2291404,452.26,27.71,31.4,20.2,377.89,159.86,15,130.22,0.06,317.86,10.9,25.51,0,1,0,0,0,0,0,0,0,0
1022,-1008250,-2291404,462.48,28.29,31.4,19.9,371.32,159.11,14,222.8,0.06,341.66,10.55,25.31,0,1,0,0,0,0,0,0,0,0
9522,-958250,-2291404,470.95,28.77,32,20.3,344.87,150.29,11,156.01,0.04,16.55,10.83,25.42,0,1,0,0,0,0,0,0,0,0
9022,-908250,-2291404,476.62,29.05,32.12,20.25,335.57,147.3,11,172.25,0.02,327.78,10.75,25.36,0,1,0,0,0,0,0,0,0,0
8522,-858250,-2291404,479.9,29.02,32.18,20.18,329.16,146.59,11,196.06,0.03,281.08,10.88,25.3,0,1,0,0,0,0,0,0,0,0
8022,-808250,-2291404,485.71,28.85,32.1,20.06,323.65,146.67,12,237.03,0.04,278.8,10.95,25.2,0,1,0,0,0,0,0,0,0,0
7522,-758250,-2291404,487.08,28.6,32.1,20,316.46,144.46,12.55,280.04,0.04,261.47,11.2,25.28,0,1,0,0,0,0,0,0,0,0
7022,-708250,-2291404,487.85,28.31,32.3,20.19,309.04,140.78,14,310.62,0.03,191.73,11.59,24.95,0,1,0,0,0,0,0,0,0,0
6522,-658250,-2291404,487.89,28.1,32.1,20.03,305.13,138.55,17,290.43,0.02,231.12,11.63,25.2,0,1,0,0,0,0,0,0,0,0
6022,-608250,-2291404,495.05,28.56,31.75,19.5,326.26,145.18,17,337,0.06,289.47,10.89,25.01,0,1,0,0,0,0,0,0,0,0
5522,-558250,-2291404,503.37,29.31,30.93,18.53,359.36,160,20,441.69,0.04,283.42,9.52,24.47,0,1,0,0,0,0,0,0,0,0
5022,-508250,-2291404,514.09,30.27,30.71,18.04,382.01,173.11,21.44,426.6,0.01,206.29,8.53,24.29,0,1,0,0,0,0,0,0,0,0
4522,-458250,-2291404,521.89,31.25,30.7,17.79,401.65,220.22,21.55,414.11,0.03,139.82,7.69,23.91,0,1,0,0,0,0,0,0,0,0
4022,-408250,-2291404,527.13,31.79,30.76,17.66,413.38,232.14,20.33,396.81,0.04,132.08,7.26,23.56,0,1,0,0,0,0,0,0,0,0
3522,-358250,-2291404,521.59,31.22,30.48,17.48,415.96,248.43,20.45,337.81,0.02,94.97,7.36,24.1,0,1,0,0,0,0,0,0,0,0
3022,-308250,-2291404,518.22,30.7,30.45,17.54,408.43,241.65,20.5,380.27,0.04,8.67,7.74,23.81,0,1,0,0,0,0,0,0,0,0
2522,-258250,-2291404,513.49,30.13,30.61,17.84,395.95,234.65,18.55,324.78,0.06,20.87,8.27,24.23,0,1,0,0,0,0,0,0,0,0
2022,-208250,-2291404,508.52,29.52,30.53,17.91,393.74,228.15,18.93,318.55,0.05,6.14,8.69,24.4,0,1,0,0,0,0,0,0,0,0
1522,-158250,-2291404,504.15,28.9,30.7,18.19,381.3,227.24,17,294.98,0.05,18.96,9.29,24.38,0,1,0,0,0,0,0,0,0,0
1022,-108250,-2291404,500.26,28.38,30.88,18.39,372.32,225.49,15,283.44,0.06,11.99,9.8,24.79,0,1,0,0,0,0,0,0,0,0
5822,-58250,-2291404,496.6,27.76,30.8,18.39,371.07,228.07,14,302.2,0.06,355.16,10.19,24.75,0,1,0,0,0,0,0,0,0,0
8222,-8250,-2291404,492.76,27.4,30.7,18.4,371.87,232.68,12,297.74,0.05,319.81,10.4,24.82,0,1,0,0,0,0,0,0,0,0
4122,41750,-2291404,495.7,27.47,30.14,17.74,385.08,240.99,13.87,361.57,0.04,325.6,9.83,24.57,0,1,0,0,0,0,0,0,0,0
9122,91750,-2291404,499.14,28.1,30.48,17.98,366.16,232,12,340.94,0.08,39.99,9.7,24.52,0,1,0,0,0,0,0,0,0,0
1422,141750,-2291404,500.94,28.71,30.7,18.1,349.68,222.25,12,272.13,0.08,44.14,9.49,24.6,0,1,0,0,0,0,0,0,0,0
1922,191750,-2291404,504.72,29.2,30.8,18.11,338.03,214.06,13,252.4,0.04,29.91,9.2,24.5,0,1,0,0,0,0,0,0,0,0
2422,241750,-2291404,505.65,29.58,30.6,17.93,337.73,211,14,247.71,0.02,340.83,8.75,24.28,0,1,0,0,0,0,0,0,0,0
2922,291750,-2291404,508.69,29.95,30.45,17.67,345.74,213.39,15,276.8,0.01,21.6,8.31,24.2,0,1,0,0,0,0,0,0,0,0
3422,341750,-2291404,507.52,30.03,30.7,17.97,353.1,217.53,15.79,235.88,0.02,121.79,8.47,24.2,0,0.96,0,0.04,0,0,0,0,0,0
3922,391750,-2291404,505.51,30.17,30.7,17.98,369.41,226.18,13,245.33,0.03,184.37,8.3,24.1,0,1,0,0,0,0,0,0,0,0
4422,441750,-2291404,498.24,29.74,30.47,17.98,382.74,230.1,13.91,235.52,0.04,232.58,8.4,24.1,0,1,0,0,0,0,0,0,0,0
4922,491750,-2291404,487.07,29.01,30.1,17.9,383.4,215.85,15,332.39,0.04,277.87,8.6,23.71,0,1,0,0,0,0,0,0,0,0
5422,541750,-2291404,473.61,28.27,29.7,17.82,470.45,265.98,15.13,332.1,0.04,334.17,8.83,23.57,0,1,0,0,0,0,0,0,0,0
5922,591750,-2291404,461.17,27.59,30.03,18.53,495.48,226.25,16,344.31,0.1,47.3,9.8,23.42,0,1,0,0,0,0,0,0,0,0
6422,641750,-2291404,450.55,27.2,30.41,19.1,505.69,239.33,16.66,177.25,0.14,56.15,10.6,24.37,0,0.74,0,0.26,0,0,0,0,0,0
6922,691750,-2291404,441.28,27.12,30.62,19.49,503.74,246.39,16.13,117.03,0.07,42.99,10.98,24.49,0,0.07,0,0.93,0,0,0,0,0,0
7422,741750,-2291404,439.48,27.45,30.69,19.61,504.47,249.07,14,95,0.04,28.21,10.85,24.5,0,0,0,1,0,0,0,0,0,0
7922,791750,-2291404,435.9,27.86,30.4,19.44,530.5,266.42,13,93,0.02,321.63,10.4,24.21,0,0,0,1,0,0,0,0,0,0
8422,841750,-2291404,433.13,28.02,30.14,19.27,536.79,269.58,14,128.58,0.05,279.94,10.07,23.9,0,0,0.08,0.92,0,0,0,0,0,0
8922,891750,-2291404,431.03,28,29.8,18.92,560.46,272.71,18.2,186.2,0.08,273.93,9.7,23.5,0,0,0.38,0.62,0,0,0,0,0,0
9422,941750,-2291404,428.23,27.78,29.12,18.33,591.57,291.38,20.66,280.62,0.12,265.01,9.23,22.8,0,0,0.97,0.03,0,0,0,0,0,0
9922,991750,-2291404,424.12,27.3,27.75,17.15,633.7,311.78,24.08,427.87,0.25,260.21,8.35,21.55,0,0,1,0,0,0,0,0,0,0
1022,1041750,-2291404,416.6,26.53,26.24,15.76,678.75,329.12,29.85,863.21,0.25,265.83,7.43,19.62,0,0,1,0,0,0,0,0,0,0
1022,1091750,-2291404,402.82,25.6,26.32,16.25,692.03,415.16,33.06,883.36,0.08,41.51,8.2,19.33,0,0,1,0,0,0,0,0,0,0
1122,1141750,-2291404,390.08,24.63,26.17,16.41,676.92,407.51,37.91,548.79,0.21,68.55,8.64,20.96,0,0,1,0,0,0,0,0,0,0
1122,1191750,-2291404,369.64,23.25,27.12,17.79,629.71,367.66,34.11,451.14,0.15,75.54,10.39,21.37,0,0,1,0,0,0,0,0,0,0
